SUBURB,LOC_PID,Centroid_Latitude,Centroid_Longitude
MYSTIC PARK,VIC1861,-35.6122169772162,143.74069788583796
PENTAL ISLAND,VIC2053,-35.38791740006132,143.64310362769072
CULLEN,VIC689,-35.80303745537634,144.16032292634407
BULLIOH,VIC388,-36.1561400230052,147.3761049619689
BOLANGUM,VIC272,-36.713283884800006,142.98942728519995
MACCLESFIELD,VIC1556,-37.86897013717139,145.4819292420523
KOONDA,VIC1377,-36.48364358576923,145.7474966876923
LITTLE DESERT,VIC1513,-36.50782771276456,141.94348855330165
HAPPY VALLEY,VIC2975,-37.72955934745665,143.60310371982652
BUSHY PARK,VIC429,-37.85929139628868,147.0063185125259
BULLAROOK,VIC383,-37.50373364580247,144.00710517419756
CARGERIE,VIC488,-37.79806240423963,143.9259216791244
HUON CREEK,VIC1214,-36.15255860278075,146.82647053096255
EBDEN,VIC831,-36.16018161327852,147.0501867491227
ASCOT,VIC2973,-37.400778988947366,143.81209661596492
STRANGWAYS,VIC2371,-37.14483583902597,144.11578364525982
UPPER RYANS CREEK,VIC2621,-36.66816120767123,146.20722211424658
MORRL MORRL,VIC1760,-36.86273133754386,142.9161141894737
MOUNT BRUNO,VIC1770,-36.318595981935495,146.1628795582258
SHEPPARTON NORTH,VIC2282,-36.31034301673135,145.35986046220907
PAKENHAM SOUTH,VIC2024,-38.13184424674417,145.49606646941865
COOMOORA,VIC625,-37.31422230775229,144.19379823256884
JACOB CREEK,VIC1244,-38.004403518153836,146.40021626799998
KIALLA WEST,VIC1337,-36.47897252057766,145.37792215178888
TATURA EAST,VIC2470,-36.44550259900001,145.2909871965
MOORA,VIC1739,-36.59742088878048,144.9471293146341
NEWBOROUGH,VIC1918,-38.17293260322253,146.27771457786264
FAIRLEY,VIC894,-35.67791187376344,143.82507590849468
HOWQUA,VIC1203,-37.23633069936102,146.2081796565175
GARFIELD,VIC956,-38.104226991904774,145.67184633013608
PIRIES,VIC2076,-37.20630929044119,146.13213598981622
DAISY HILL,VIC698,-37.11294270688525,143.73734160696722
MIDDLE CREEK,VIC1670,-37.41924977974264,143.24611295979798
MOOROOPNA NORTH WEST,VIC1752,-36.34889334199999,145.25097316666668
NEW GISBORNE,VIC1917,-37.446566578808536,144.62455920714888
FERNDALE,VIC905,-38.30721443939999,145.94212800900004
MOGLONEMBY,VIC1713,-36.659436274054066,145.5356398678378
CALULU,VIC451,-37.792393878043484,147.5135644521013
DURDIDWARRAH,VIC810,-37.81939959799999,144.1876957825883
MCKENZIE CREEK,VIC1621,-36.807415313759925,142.13997789785282
PLENTY,VIC2080,-37.670942371558766,145.0966591949398
YARRAMBAT,VIC2917,-37.63842631527368,145.11994738164182
MANDURANG SOUTH,VIC1586,-36.8601381942,144.2714576182999
DINNER PLAIN,VIC755,-37.01561706733695,147.27463680366844
RHEOLA,VIC2160,-36.64862244082645,143.69912453181814
STRATHALLAN,VIC2375,-36.27534570166666,144.7281188059259
DRY DIGGINGS,VIC796,-37.29636695328359,144.15769643716413
KALIMNA,VIC1277,-37.8702699978431,147.97742656448352
WAARRE,VIC2644,-38.573899565000005,143.04755673086964
BARRYS REEF,VIC155,-37.46185310338235,144.3207698420588
GLENLUCE,VIC1027,-37.182276698691595,144.23557668102802
RESEARCH,VIC2157,-37.70154928347329,145.18213651175577
MOUNT TASSIE,VIC1807,-38.39069433756096,146.54984816869913
NORTH BLACKWOOD,VIC1960,-37.416458859833334,144.358860635
SORRENTO,VIC2311,-38.34248471501112,144.74115292628065
GOLDSBOROUGH,VIC1051,-36.8111860420946,143.6511256835134
FREEBURGH,VIC942,-36.766284432,147.03292934230765
YINNAR,VIC2935,-38.32555417612729,146.3576205875678
DERBY,VIC735,-36.64864528007299,144.05488840554742
TABOR,VIC2421,-37.82188767885056,142.18564212747123
TAHARA BRIDGE,VIC2424,-37.67511890816792,141.66434369129772
WATTLE CREEK,VIC2729,-36.973145734148936,143.10345798414892
ST GERMAINS,VIC2343,-36.17600696568345,145.14773120061164
HIAMDALE,VIC1174,-38.26411893946667,146.7432311065333
BROKEN CREEK,VIC349,-36.44220605172528,145.89915618774734
RAVENSWOOD,VIC2139,-36.88281087762295,144.20527868393438
LANGI LOGAN,VIC1457,-37.37780847294736,142.89918637068422
LIMA,VIC1500,-36.752004540087725,145.95249379692984
RAYMOND ISLAND,VIC2142,-37.91497607924628,147.7270650919278
MANNS BEACH,VIC1591,-38.67267623366197,146.79560902450712
MEPUNGA WEST,VIC1646,-38.45315523223022,142.6503364232374
KOTTA,VIC1396,-36.196745726399996,144.5394355688
HAWKHURST,VIC1142,-37.44722677886363,147.1466842596591
SKYE,VIC2296,-38.11553333623528,145.20550365905876
WALLACE,VIC2658,-37.5550278769,144.0677367962
GORDON,VIC1064,-37.54725591352082,144.11524092185434
RATHSCAR WEST,VIC2137,-37.021935395649194,143.47741868220956
YENDON,VIC2928,-37.636843749493245,143.99978458371615
INVERMAY,VIC1229,-37.499225350280355,143.87828758747662
IONA,VIC1231,-38.138711874310346,145.69789659172415
TINAMBA,VIC2524,-37.9741586409572,146.90516530345215
SALE,VIC2230,-38.10418867863537,147.05152282496744
MERRICKS NORTH,VIC1658,-38.345848063878776,145.0589251081818
YAWONG HILLS,VIC2924,-36.47845367892857,143.3844335251786
CARDINIA,VIC486,-38.124328472526315,145.4070434731579
BULLARTO SOUTH,VIC385,-37.42041741728972,144.20431327065415
BYLANDS,VIC435,-37.34521588754462,144.90653649102688
TAMBO UPPER,VIC2434,-37.76465079707445,147.86306811132974
GOLDEN BEACH,VIC1044,-38.226362118943854,147.37447114136953
WHITELAW,VIC2774,-38.42949262813953,145.78018922348835
BENTLEIGH EAST,VIC215,-37.92149335669903,145.05715365233007
TIMBOON,VIC2519,-38.461551122013844,142.9583874236144
GLENORMISTON SOUTH,VIC1033,-38.172908674370056,142.9804361894882
DUNROBIN,VIC809,-37.526706911898145,141.39098135569446
TRESCO,VIC2582,-35.49872385697675,143.68480891999997
MEREDITH,VIC1650,-37.86535573818561,144.0206304743891
LYONVILLE,VIC1552,-37.39151143689264,144.2763912461581
WALWA,VIC2670,-35.97393858278867,147.7321374665577
NAVIGATORS,VIC1899,-37.60043343965632,143.93331272223364
CHURCHILL,VIC559,-38.317038336164124,146.44090639270996
BALLAN,VIC107,-37.60175596572089,144.2576260371627
KOOROOCHEANG,VIC1384,-37.30380839656487,144.06199980549619
CURDIES RIVER,VIC693,-38.45298250135868,142.9504971880434
MOUNT BULLER,VIC1772,-37.24746254817277,146.40721747604226
ORMOND,VIC2012,-37.90349574882882,145.0378061024324
LOCH,VIC1518,-38.36368255194519,145.70633740684934
RANCEBY,VIC2135,-38.3722692487805,145.85882686569104
GLENLOGIE,VIC1024,-37.23366388610443,143.28260246879512
LILLIPUT,VIC1498,-36.15375930287499,146.49289146362497
BOWEYA,VIC309,-36.27092298521739,146.12462820202904
BAYINDEEN,VIC169,-37.298624200299386,143.2003265072455
CRESWICK NORTH,VIC671,-37.37786055451614,143.877056551129
PORT WELSHPOOL,VIC2104,-38.69406934533334,146.48826413819052
MONBULK,VIC1721,-37.87535098644916,145.4515904861929
TOURELLO,VIC2561,-37.345611061038966,143.78950311090912
BUDGERUM EAST,VIC374,-35.75225333780773,143.65021380049245
KANGAROO FLAT,VIC1288,-36.79570765619967,144.22151236264074
PINE VIEW,VIC2072,-35.81208808666667,143.661968752
HERNES OAK,VIC1167,-38.21950308731537,146.3088379621102
MOUNT ELIZA,VIC1788,-38.17402099894244,145.08616226711908
ICY CREEK,VIC1216,-37.88913650452382,146.10065529208333
YEUNGROON EAST,VIC2933,-36.366064222083345,143.44636611312498
YABBA SOUTH,VIC2889,-36.281962558461544,145.67783356769232
MARNOO EAST,VIC1604,-36.648685174628575,142.9830765244686
KURRACA,VIC1402,-36.51391895131578,143.61064237894738
BALNARRING,VIC119,-38.36790803326087,145.11499419271735
HASTINGS,VIC1136,-38.304563829320095,145.19895884663856
TAMBORITHA,VIC2436,-37.432509168111736,146.6807615995211
KURTING,VIC1404,-36.536821041911764,143.80376306514702
KIALLA EAST,VIC1336,-36.427839143319986,145.4906803357133
GOBUR,VIC1043,-37.02613333669388,145.61994081579587
PARKVILLE,VIC2034,-37.78215993295455,144.94688769238633
FAIRY DELL,VIC2972,-37.69048928643751,147.7411761205313
MILAWA,VIC1675,-36.42557794492561,146.4786847379963
GRE GRE,VIC1087,-36.65943261933997,143.0830890480122
COWWARR,VIC658,-37.98783055680499,146.6388878641935
JEERALANG,VIC1253,-38.375552413993624,146.45041435637913
MYALL,VIC2982,-35.55008656972974,142.74604807108108
PANMURE,VIC2027,-38.33706044649641,142.7038783705804
BULGANA,VIC380,-37.14361456643678,142.99171765114943
GRETA SOUTH,VIC1101,-36.6315548632143,146.2488884046428
ENSAY NORTH,VIC868,-37.30878435945054,147.8539452978022
BARONGAROOK,VIC148,-38.42891874746031,143.60027601873017
MANGALORE,VIC1587,-36.902460842951164,145.14156607629576
AVENEL,VIC85,-36.93154201309306,145.24728081897146
TALLANGATTA VALLEY,VIC2430,-36.33901699735953,147.52363857621359
LUCYVALE,VIC1546,-36.3369425358657,147.61340439333682
MUCKATAH,VIC1819,-36.00276505589743,145.62904953666663
WERONA,VIC2752,-37.238482327906944,144.01633754482552
MOLESWORTH,VIC1715,-37.159070611364506,145.5373349778692
GHIN GHIN,VIC981,-37.16679928026657,145.33991081969629
ERCILDOUNE,VIC872,-37.420559556126115,143.59165727135135
SWAN MARSH,VIC2411,-38.368057166115136,143.34402611107913
BARRAMUNGA,VIC152,-38.597803345725225,143.73179145394388
LACEBY,VIC1414,-36.420408743204966,146.28281042459435
GIRGARRE,VIC989,-36.401375362200014,144.95319458160003
OMBERSLEY,VIC2006,-38.232106335075386,143.7843455047236
KERANG,VIC1323,-35.70290035630048,143.9967885071884
ENFIELD,VIC865,-37.75392049612497,143.78982970458327
BALLIANG,VIC114,-37.83297750851478,144.39793989499628
NAPOLEONS,VIC1873,-37.67387987811111,143.82812296268528
AXE CREEK,VIC91,-36.830977832974476,144.38658614793192
KANGAROO GROUND,VIC1289,-37.6937627778176,145.25384843082222
TOWAN,VIC2562,-35.154001246041666,143.19907683833335
MOORILIM,VIC1744,-36.63470831674344,145.2993146164144
NYRRABY,VIC1993,-35.212169286666665,143.2103276828571
CRANBOURNE SOUTH,VIC664,-38.14451262347827,145.2450753121739
DURHAM LEAD,VIC811,-37.70086526889282,143.8784272021429
BENWERRIN,VIC216,-38.493844039375006,143.89081033895837
WOOSANG,VIC2864,-36.335709889710145,143.4833309194202
CAULFIELD NORTH,VIC522,-37.87483965086207,145.03472469406893
THREE BRIDGES,VIC2516,-37.8550766219008,145.68430373752074
WESTMERE,VIC2765,-37.706873355445026,142.96707541575918
TATURA,VIC2469,-36.4635160257843,145.19862716980393
TAGGERTY,VIC2422,-37.33233004686021,145.7306372425591
BUXTON,VIC431,-37.44494235676582,145.69818491349426
BARINGHUP,VIC137,-36.975346459955496,143.96418218339517
CAVEAT,VIC524,-37.02544937639382,145.4897070290377
TOTTINGTON,VIC2560,-36.786862821674625,143.1625208689918
HENTY,VIC1163,-37.631064704680334,141.51984319511462
ANGLERS REST,VIC44,-37.01096766913043,147.49742813788043
ROCHESTER,VIC2185,-36.37616739651759,144.69194080127804
ST HELENS,VIC2344,-38.259138043026304,142.08844399111842
NEWSTEAD,VIC1932,-37.12884066210528,144.05262398776313
SUGARLOAF CREEK,VIC2390,-37.115267721614025,145.0493202605095
FYANS CREEK,VIC950,-37.10031242468469,142.5547973173874
ARNOLD WEST,VIC69,-36.66237122209678,143.78936090548385
KILLARNEY,VIC1343,-38.34525542721312,142.31911691901638
POMBORNEIT NORTH,VIC2089,-38.24499640149425,143.34024977417633
GRENVILLE,VIC1099,-37.76659849239415,143.9224269273283
YARRAWALLA,VIC2919,-36.14714727969999,144.0474997812
CLIFTON SPRINGS,VIC573,-38.15229684591144,144.56599840461524
CLYDESDALE,VIC582,-37.17612087481817,144.11098056327273
HEYTESBURY LOWER,VIC1172,-38.56475625011906,142.8940685746428
PORT MELBOURNE,VIC2103,-37.83987689776544,144.92218321389393
CHUM CREEK,VIC558,-37.59992088276217,145.49006660585667
BRIMPAEN,VIC341,-37.053280185233966,142.26996224822645
GERMANIA,VIC976,-36.982423565,142.75824833
KING VALLEY,VIC1352,-36.69680596161972,146.4197349029225
EMERALD,VIC861,-37.9073302189931,145.436814435133
HORFIELD,VIC1197,-35.90448702116162,144.20070933393936
HAZELWOOD NORTH,VIC1148,-38.264422829157894,146.46799454357895
SWANPOOL,VIC2413,-36.70277202845238,145.9916329484524
BUNBARTHA,VIC393,-36.263376407357136,145.3315827910761
WANDO BRIDGE,VIC2677,-37.45012514973881,141.39173666667907
LURG,VIC1547,-36.59751976790477,146.14288291638093
REEFTON,VIC2156,-37.699317011116705,145.895305556831
WANGARABELL,VIC2682,-37.39546655765305,149.5003544090817
RAYWOOD,VIC2143,-36.51629778800001,144.18604513280002
FALLS CREEK,VIC897,-36.88368247022472,147.1977751772191
TRAVANCORE,VIC2575,-37.78108803526316,144.9338345881955
PASTORIA,VIC2039,-37.21926535407823,144.58159328100558
MOORNGAG,VIC1747,-36.74237477604651,146.0524605895349
TRENTHAM EAST,VIC2581,-37.41164569559138,144.4020190032258
CALDERMEADE,VIC443,-38.245692433955085,145.509388374
LIPAROO,VIC1510,-34.76902274702076,142.55777664780948
KENLEY,VIC1317,-34.84496783056554,143.32648574884732
SPRINGFIELD,VIC2970,-35.60378546398083,143.08119888221646
VERMONT,VIC2630,-37.8384492448861,145.20487038615192
LERDERDERG,VIC1489,-37.53488861656867,144.4125797695392
DERRINALLUM,VIC740,-37.94115010346937,143.193205868898
KILSYTH SOUTH,VIC1350,-37.83289986461538,145.3086007602564
GERANG GERUNG,VIC974,-36.37909190971698,141.87459733509428
APPIN SOUTH,VIC50,-35.936706425752206,143.86962968858404
GRE GRE SOUTH,VIC1089,-36.677820122519705,143.03076957190612
MIRRANATWA,VIC1699,-37.41600044611376,142.4140235481516
RUSHWORTH,VIC2217,-36.59627468361844,145.0093684857894
TALLANGATTA,VIC2428,-36.218794084553,147.2021575770419
SPRING HILL,VIC2326,-37.294731151292645,144.36372147737893
GLENROWAN,VIC1035,-36.45338226185186,146.21767353012348
STONEHAVEN,VIC2365,-38.13928373072654,144.22059266250713
GERRIGERRUP,VIC978,-37.97890183813794,142.1911582304827
CONGUPNA,VIC618,-36.29175501241935,145.4733018356452
STRATHMERTON,VIC2383,-35.87258947387169,145.4223816790708
TYRENDARRA,VIC2605,-38.17760880470658,141.77280445183965
WYELANGTA,VIC2883,-38.67617891021111,143.44083102333312
WARROCK,VIC2715,-37.42206422998598,141.3131614524297
QUEENSCLIFF,VIC2131,-38.26507817671399,144.64301681415768
SWAN BAY,VIC2407,-38.254287858234306,144.65192136787863
POINT LONSDALE,VIC2084,-38.271383244352165,144.61020092332225
WUNGHNU,VIC2874,-36.15992400898437,145.4232456667187
MANNERIM,VIC1589,-38.2391600694888,144.59311525632586
BENJEROOP,VIC211,-35.49458043500706,143.83038265291907
FISH POINT,VIC914,-35.44360798744408,143.75443822862627
CHESNEY VALE,VIC543,-36.42169000843478,146.06114537008702
YANDO,VIC2902,-36.0761055163554,143.8439949119592
ARTHURS CREEK,VIC70,-37.56959576063497,145.21704141625858
PORCUPINE RIDGE,VIC2097,-37.29118657384057,144.19780726772953
WYCHITELLA NORTH,VIC2881,-36.18921987345455,143.63119418345454
GLENLYON,VIC1028,-37.27840409288782,144.23480866238677
SUTHERLAND,VIC2403,-36.53587431207548,143.19948267433958
LONDRIGAN,VIC1527,-36.320041716972085,146.47612361127622
NIRRANDA SOUTH,VIC1947,-38.5584671053269,142.8012595521307
KATAMATITE EAST,VIC1302,-36.0504898225641,145.75282482717952
GLEN CREEK,VIC997,-36.44952706830303,146.93443049030307
ARDMONA,VIC63,-36.3768510016,145.3108550328
GLADFIELD,VIC993,-36.06934102600001,143.9520788007273
ARAPILES,VIC52,-36.73537306657534,141.84311929986296
YALLA-Y-POORA,VIC2892,-37.528697974,143.12653732024998
NEWHAM,VIC1923,-37.30670747708661,144.60233748937011
BOGONG,VIC266,-36.79284477846775,147.19426942435487
ULLINA,VIC2609,-37.2948923934359,143.87492765861532
BURKES FLAT,VIC415,-36.641498090294114,143.5595031687255
SOUTH PURRUMBETE,VIC2317,-38.341868109480515,143.21215981103893
WILDWOOD,VIC2787,-37.57241976786888,144.78968805711847
MUNDOONA,VIC1825,-36.1391691917204,145.35512451118285
PAINSWICK,VIC2022,-36.8019533439604,143.7190226130693
BUTCHERS RIDGE,VIC430,-37.26723306737223,148.27294791299272
GLENLOTH EAST,VIC1026,-36.05693878103448,143.4781464924138
TELFORD,VIC2483,-36.10300989666668,145.9561500219047
ALLANS FLAT,VIC26,-36.312526103612015,146.92825319052073
KANUMBRA,VIC1291,-37.04881082188574,145.68836577268564
WESBURN,VIC2756,-37.74242001622612,145.63470023585987
GLENORMISTON NORTH,VIC1032,-38.14215819319769,143.00076683709295
GOOROC,VIC1061,-36.47282849750001,143.20780388722218
HARSTON,VIC1135,-36.469011976590885,145.11760465954546
HILL END,VIC1181,-38.01477518708155,146.13773612673808
BUDGEE BUDGEE,VIC372,-37.5358594858757,147.10441912875706
CUNDARE NORTH,VIC692,-38.11046895589744,143.5771470533334
FERNIHURST,VIC906,-36.238873659569386,143.88838460465703
DEEP LEAD,VIC724,-37.0069012821111,142.71367384544448
TIMBOON WEST,VIC2520,-38.535646014130435,142.9174286321739
SPRINGMOUNT,VIC2332,-37.41483801976746,143.932850971279
LAANG,VIC1412,-38.38851027729321,142.79551872433464
WOOTONG VALE,VIC2865,-37.516096078105264,141.73621265315793
BEEAC,VIC184,-38.17281162518387,143.65554777702195
STEELS CREEK,VIC2359,-37.573841484378704,145.38303818177513
WOODSIDE,VIC2842,-38.55756161551724,146.91307393091122
KENSINGTON,VIC1322,-37.795197063072955,144.93421448716143
MENA PARK,VIC1641,-37.530768066257515,143.49991568098804
MIDDLE TARWIN,VIC1672,-38.673062019733564,145.94450264988586
EYNESBURY,VIC890,-37.78143619527655,144.5804032795632
MOUNT COTTRELL,VIC1780,-37.78680102365164,144.5866354315417
DROUIN SOUTH,VIC787,-38.18988676096155,145.8222753828846
MAIN RIDGE,VIC1573,-38.40098549914674,144.98282120911261
KINGOWER,VIC1356,-36.61758279452382,143.745066057381
GLENMORE,VIC1030,-37.70481867491227,144.3072530147846
UPPER LURG,VIC2619,-36.590892635104154,146.1933133225
TRENTHAM,VIC2580,-37.3839222350996,144.3177652296414
KINGLAKE,VIC1353,-37.51068321269724,145.3396018145421
GILLUM,VIC987,-37.72945938947369,146.7166459281579
PANITYA,VIC2026,-35.13893578802919,141.0401661735036
NAVARRE,VIC1898,-36.92805157187504,143.07122136034536
TOOLAMBA,VIC2537,-36.46923666373774,145.3638479598874
STRATH CREEK,VIC2374,-37.24838750664148,145.21822490101894
JILPANGER,VIC1262,-36.92121416166666,141.75257909988886
THOMSON,VIC2986,-37.77575397274787,146.35495280871595
BEAUFORT,VIC181,-37.41782038009805,143.3004935559805
W TREE,VIC2641,-37.33840420688253,148.2961099743524
YARROWEYAH,VIC2922,-35.94249112,145.5770989284615
GUNBOWER,VIC1109,-35.92466016511694,144.40459586821365
LEITCHVILLE,VIC1481,-35.88362393960979,144.36465519148177
GRANYA,VIC1081,-36.06343964130758,147.2983986155735
CARRAJUNG,VIC501,-38.37847596282053,146.6855902339561
WOODSTOCK WEST,VIC2847,-36.813076895555554,143.98530155833333
VENTNOR,VIC2628,-38.50039387319529,145.20372831694274
SOMERVILLE,VIC2310,-38.23239027860324,145.23368875578467
KIEWA,VIC1339,-36.25901420300005,147.02424459414127
LITCHFIELD,VIC1512,-36.30717481568966,142.83945922844828
FUMINA SOUTH,VIC949,-37.959800181349884,146.13373593804405
DENICULL CREEK,VIC730,-37.33491639206347,142.92881211309523
THOLOGOLONG,VIC2506,-35.976514060748414,147.4044456666735
BUNGIL,VIC407,-36.08608027875381,147.40523495737074
PINE MOUNTAIN,VIC2071,-35.993713627930255,147.83554535502319
TOWONG,VIC2566,-36.12094405478851,147.99069458410645
NEWTOWN,VIC2962,-38.15593625913857,144.3277514667041
MOCKINYA,VIC1707,-36.965990118421054,142.16655108350878
YUROKE,VIC2942,-37.57737661283332,144.8673508151667
MARNOO WEST,VIC1605,-36.672691326649925,142.77731878988206
BELMONT,VIC201,-38.186035699010304,144.34496444954098
BERRINGAMA,VIC220,-36.206910654659495,147.6655629437634
ALLANSFORD,VIC27,-38.36711420790982,142.61751062309017
BUNGALALLY,VIC403,-36.80385299972974,142.25634136513517
SOUTH GEELONG,VIC2313,-38.169050388257844,144.3693713626481
ST ARNAUD NORTH,VIC2341,-36.58811721207922,143.19405022475246
GOWAR EAST,VIC1073,-36.55508469048672,143.41453846876107
CARNGHAM,VIC498,-37.55561824523811,143.55352049638884
CATHCART,VIC517,-37.3044111192823,142.86420082741625
GIL GIL,VIC984,-36.31447077576923,143.04250463576926
PEARCEDALE,VIC2046,-38.21823840016878,145.26192210371295
NARINGAL EAST,VIC1883,-38.38832274210607,142.7864232175828
FORBES,VIC928,-37.32410127526628,144.87830917852065
BRUCKNELL,VIC359,-38.47642778212968,142.92082197320084
TRAFALGAR EAST,VIC2569,-38.18077413598038,146.19797771666663
LANGI KAL KAL,VIC1456,-37.3926243351282,143.4795713028846
COWA,VIC654,-37.37715563483108,147.16805161658775
GLENROWAN WEST,VIC1036,-36.509631083749994,146.16947619041665
RICHMOND PLAINS,VIC2168,-36.39611396499999,143.4881435486957
THE HEART,VIC2502,-38.124588269592365,147.17323857288048
TRAWOOL,VIC2577,-37.13465077806276,145.23621097753062
ARCHDALE,VIC58,-36.82836215056337,143.51740931985918
HUON,VIC1213,-36.222309629870146,147.1009905255194
DIXONS CREEK,VIC757,-37.579317627428566,145.42686684816323
CROSS ROADS,VIC675,-37.5007883546,143.20428795200002
WOODSTOCK ON LODDON,VIC2846,-36.76590723945206,144.015678249863
BUDGEREE,VIC373,-38.432090990771215,146.33225938351336
RICH AVON,VIC2164,-36.45443430479167,142.89658219395835
BOOKAAR,VIC285,-38.116708599278525,143.06571724104217
GIFFARD,VIC982,-38.367465069328134,147.16701510215964
PIER MILAN,VIC2065,-35.237272544453134,142.6885890189844
COBUNGRA,VIC592,-37.0641318171089,147.34049125509372
TELANGATUK EAST,VIC2482,-37.17762042114428,142.01188379692582
KINGLAKE WEST,VIC1355,-37.497922738322956,145.2230299486969
DADSWELLS BRIDGE,VIC697,-36.867004840541405,142.53894364468158
DARGO,VIC709,-37.34568730267254,147.30967705577189
KERANG EAST,VIC1324,-35.76223056572928,144.0479730759205
MILLBROOK,VIC1678,-37.62850803262321,144.0414432696937
ROSSBRIDGE,VIC2206,-37.505037350152655,142.8574158568702
NINE MILE,VIC1942,-36.453108263469396,143.46874483285714
SEASPRAY,VIC2255,-38.36801970128094,147.18040189568052
TONGALA,VIC2531,-36.25088636150685,144.95036818123285
CODRINGTON,VIC599,-38.266233908846175,141.96595484638465
YAMBUNA,VIC2898,-36.12670853640741,144.9791969128889
MURCHISON NORTH,VIC1830,-36.57889056961537,145.27371541082417
UPOTIPOTPON,VIC2616,-36.45859730321638,145.78881467421047
GOOMALIBEE,VIC1054,-36.47203021742935,145.9108971479754
GOORAMBAT,VIC1059,-36.44260082304093,145.91342505421014
WILLANGIE,VIC2789,-35.716730732820515,142.80423212179488
BOOMAHNOOMOONAH,VIC292,-36.12651007717948,146.10284883589745
MANORINA,VIC1592,-37.67921021749999,148.7916031354167
MUSKERRY,VIC1849,-36.67699829926139,144.5333443942503
NORTHWOOD,VIC1968,-36.9446685634145,145.1262877518816
HODDLES CREEK,VIC1188,-37.85174076350534,145.5932547110108
MOONAMBEL,VIC1734,-36.98622919964027,143.28661777676254
WARRNAMBOOL,VIC2714,-38.391155659489606,142.47364492082423
TYNONG NORTH,VIC2602,-38.029150670476206,145.62418124833326
COSGROVE,VIC649,-36.34479715106061,145.6391373528788
BAGSHOT,VIC98,-36.65262612731706,144.39052346463416
GREDGWIN,VIC1091,-35.96146352212766,143.62143892212765
YINNAR SOUTH,VIC2936,-38.36949005159665,146.36847653474803
CRESWICK,VIC670,-37.420878647991074,143.89648565571432
JACK RIVER,VIC1242,-38.55822453152541,146.55532001055101
ARNOLD,VIC68,-36.687325814794555,143.85703707528077
TYRRELL DOWNS,VIC2608,-35.31881203811112,142.9372229748889
KOONWARRA,VIC1380,-38.53439549213309,145.95622194960876
DUMBALK,VIC799,-38.52701444414812,146.0982114967777
YARRAWONGA SOUTH,VIC2921,-36.08713839018518,146.0226388794444
MILLTOWN,VIC1681,-38.05477242250001,141.6896589683654
WINNINDOO,VIC2814,-38.07586387123287,146.76179110739724
LOCKSLEY,VIC1522,-36.857257106601935,145.32858045048545
TALLYGAROOPNA,VIC2432,-36.235191337017554,145.43264810035086
BALLANGEICH,VIC108,-38.21736802944539,142.66030284314303
ELPHINSTONE,VIC856,-37.103011766832616,144.37164418453668
WALLALOO,VIC2661,-36.74735878790699,142.86727004395348
PURA PURA,VIC2121,-37.82066198569283,143.1034677585105
CORNISHTOWN,VIC642,-36.11806606327269,146.5735570846062
LODDON VALE,VIC1525,-36.004364697142854,143.9651015240476
GLENGARRY NORTH,VIC1016,-38.08533492781819,146.5409324896364
GRETA WEST,VIC1102,-36.55143271398551,146.225738149855
MALDON,VIC1578,-37.01204947067279,144.06601462844034
COSTERFIELD,VIC651,-36.85195156489826,144.77861945504569
DELBURN,VIC729,-38.338103745950406,146.24231227933885
WOODFIELD,VIC2836,-37.026814158561784,145.78971690566297
BOOLA,VIC286,-38.041780119376725,146.46463549360428
PIRRON YALLOCK,VIC2077,-38.347878599911496,143.4220764253097
FENTONS CREEK,VIC901,-36.55897600935133,143.52733305448652
MOUNT ECCLES,VIC1785,-38.38933986146719,145.96045645318523
ARAWATA,VIC54,-38.39778490935253,145.8854126842447
LEONGATHA NORTH,VIC1486,-38.42784979169713,145.98244218914226
MOUNT DRYDEN,VIC1783,-37.043835746551714,142.54584201310345
MOOROOPNA NORTH,VIC1751,-36.326981091835144,145.35486224077695
WONTHAGGI,VIC2830,-38.61521020191861,145.5827247437209
WINSLOW,VIC2815,-38.2340079828222,142.49721074672487
FRANKSTON NORTH,VIC940,-38.128638584065946,145.15802672857143
YATCHAW,VIC2923,-37.83431654125002,142.1397589719318
LOCKWOOD,VIC1523,-36.806237036649065,144.2079608086807
ASHBURTON,VIC76,-37.86942240200004,145.07545355274115
TUERONG,VIC2586,-38.2917224498305,145.08344437355925
ALLAMBEE RESERVE,VIC24,-38.30197682424242,146.05407111136364
LANDSBOROUGH WEST,VIC1452,-37.018534596265056,143.0885719062651
SHADY CREEK,VIC2270,-38.1036238794776,146.0771178123881
GIFFARD WEST,VIC983,-38.341490365498174,146.96454756195575
GARIBALDI,VIC958,-37.72138388144384,143.8685833893582
WARRAGUL,VIC2702,-38.142115604323145,145.91770155039293
ST HELENA,VIC2996,-37.69220585846153,145.13023036596158
MOUNT BEAUTY,VIC1766,-36.73907583433446,147.18190225522193
WHITFIELD,VIC2775,-36.75126476975907,146.40194058614452
MOLIAGUL,VIC1716,-36.756691734336734,143.63964835497444
MOYREISK,VIC1817,-36.86810373618421,143.38339809276312
LAL LAL,VIC1444,-37.6530272922459,144.0498225831802
WALLAN,VIC2663,-37.39938049908427,144.95863333069596
SMEATON,VIC2298,-37.327529076385524,143.95657371054216
TONGHI CREEK,VIC2532,-37.61563990495722,149.0887424517308
HEIDELBERG,VIC1159,-37.752721353287356,145.0751348765977
PEECHELBA EAST,VIC2049,-36.168363525441166,146.24428377301479
TEDDYWADDY,VIC2479,-36.17428936639825,143.36175739064876
